seed,mse_mean_D,control_mean_D,delta_mean_D,mse_p95_D,control_p95_D,delta_p95_D,mse_viability_occupancy,control_viability_occupancy,delta_viability_occupancy,mse_severe_fraction,control_severe_fraction,delta_severe_fraction,mse_action_agreement,control_action_agreement,delta_action_agreement,mse_cumulative_task,control_cumulative_task,delta_cumulative_task
3374388229,0.024268429358945718,0.021212440368304723,-0.0030559889906409954,0.05500864112429985,0.040276362029359074,-0.014732279094940778,0.9325,0.965,0.03249999999999997,0.0,0.0,0.0,0.6325,0.6575,0.025000000000000022,193.1186421456204,189.49133798523803,-3.62730416038238
3579194240,0.024736232441014,0.020978126373042062,-0.0037581060679719377,0.05553364969725257,0.03865565389814488,-0.01687799579910769,0.92,0.97,0.04999999999999993,0.0,0.0,0.0,0.6075,0.6225,0.015000000000000013,199.25506564512168,193.86306151007915,-5.3920041350425265
3624249781,0.024836212192817397,0.021745770250555664,-0.0030904419422617332,0.05985969940144667,0.04129648884064977,-0.0185632105607969,0.92,0.9675,0.04749999999999999,0.0,0.0,0.0,0.6025,0.66,0.057499999999999996,194.2625637883014,190.21943922420655,-4.043124564094853
4164731045,0.023229965616865602,0.020625588481876234,-0.0026043771349893684,0.04891929084982463,0.0405152165967059,-0.008404074253118732,0.955,0.9775,0.022500000000000075,0.0,0.0,0.0,0.635,0.67,0.03500000000000003,195.40325831627683,190.6652726260292,-4.737985690247626
907119932,0.025219621417911592,0.020930778533860682,-0.00428884288405091,0.05675654246837323,0.03907897725031675,-0.017677565218056482,0.92,0.9775,0.057499999999999996,0.0,0.0,0.0,0.6025,0.5975,-0.0050000000000000044,197.12498155453972,192.76111786264764,-4.363863691892078
1060720534,0.025067007569627497,0.02074329264692806,-0.004323714922699437,0.05789089632657431,0.039603313205105586,-0.018287583121468727,0.925,0.98,0.05499999999999994,0.0,0.0,0.0,0.605,0.6375,0.03249999999999997,201.5160968654873,195.8315671155075,-5.684529749979788
2552626292,0.02378299825228223,0.02107514299167055,-0.00270785526061168,0.05123836415755934,0.03880655778845117,-0.012431806369108171,0.9325,0.975,0.04249999999999998,0.0,0.0,0.0,0.6325,0.61,-0.022499999999999964,199.23443975068918,193.41299873422633,-5.821441016462842
2544756049,0.02549068970609963,0.021890053392699286,-0.0036006363134003447,0.0559575062929727,0.04317550968325137,-0.012781996609721326,0.9325,0.9625,0.030000000000000027,0.0,0.0,0.0,0.615,0.6725,0.057499999999999996,189.22998997825005,183.42891917625366,-5.801070801996389
2777515799,0.026413481116849175,0.022013292104373177,-0.004400189012475998,0.0617564115455478,0.04538763087328925,-0.016368780672258547,0.9025,0.95,0.04749999999999999,0.0,0.0,0.0,0.6,0.695,0.09499999999999997,186.09059493943775,182.4470312579803,-3.6435636814574366
3934911227,0.02546129931478969,0.021275954198137326,-0.004185345116652365,0.05803226790947739,0.03975097642371187,-0.018281291485765516,0.92,0.9725,0.05249999999999999,0.0,0.0,0.0,0.6075,0.6825,0.07499999999999996,200.9671824773049,192.96710422971069,-8.000078247594217
1078552699,0.02388378878495848,0.019968050657593186,-0.003915738127365294,0.05082119750329984,0.036516478576310955,-0.014304718926988882,0.9375,0.9875,0.050000000000000044,0.0,0.0,0.0,0.615,0.6425,0.02749999999999997,200.7731575106766,192.04988662374564,-8.723270886930976
1752127551,0.024259239864257324,0.020755415149452058,-0.003503824714805266,0.05299474470524772,0.036606345279164926,-0.016388399426082792,0.9325,0.98,0.04749999999999999,0.0,0.0,0.0,0.5975,0.6125,0.015000000000000013,196.62612665130908,192.7513584860585,-3.874768165250572
