seed,condition,boundary_taskmatched_D,robust_taskmatched_D,delta,task_overlap_low,task_overlap_high
3192825773,strong,0.03562938386708474,0.056225568413116316,0.02059618454603157,183.41637136499105,199.3020382330092
3541583164,moderate,0.015102861141401164,0.017790645481986028,0.0026877843405848654,187.7823568272985,193.77749489459853
3541583164,strong,0.019169318737037047,0.01656384216516352,-0.002605476571873532,187.17416580653344,195.45124581322736
3592523615,moderate,0.02103473621448073,0.020411732932238295,-0.0006230032822424341,179.92565143619535,193.0000482435034
3592523615,strong,0.03384588356009294,0.02465160110998931,-0.009194282450103617,180.05190620269587,195.8840246101884
3098044051,moderate,0.020493136298392008,0.018479379844486707,-0.0020137564539053025,187.19391771274007,196.3043389601977
3098044051,strong,0.03104093772594382,0.020702341010603267,-0.010338596715340551,184.3372474343141,197.3726610122771
3001635530,moderate,0.01808949616916612,0.018911468251615847,0.000821972082449727,183.02535279101576,192.10652178462945
3001635530,strong,0.035240059892310174,0.02419727230597517,-0.011042787586335001,185.28224886591687,195.3576324931126
3739170353,moderate,0.021137122944675124,0.021259987856792516,0.0001228649121173897,180.31691460827523,191.47630504590967
3739170353,strong,0.023183123875797754,0.020997436174356905,-0.0021856877014408533,180.8327785712878,191.19322052411871
3112972819,moderate,0.019386270811513433,0.021031899230093253,0.0016456284185798233,181.6717214797372,193.54566850471824
3112972819,strong,0.03137038942058219,0.02225696319656643,-0.00911342622401576,183.93548661466505,194.74525132104756
3411252841,moderate,0.023730448971743385,0.02068026355791195,-0.003050185413831433,184.44462842588155,195.43830202285164
3411252841,strong,0.04047142500307944,0.02838541132100042,-0.01208601368207902,182.7046803224198,195.8579225095855
3230331442,moderate,0.01993416717111594,0.019188964851042645,-0.0007452023200732952,177.57409434868518,185.87404020308688
3230331442,strong,0.02902043173055734,0.019744195279443683,-0.00927623645111366,170.7466292811689,188.7374273672358
3091721699,moderate,0.023309431799139226,0.02481759573399608,0.0015081639348568567,188.26948553138357,197.69366608024268
3091721699,strong,0.033725822208254076,0.02925522134671664,-0.004470600861537435,189.0845448748303,198.09956108940983
3055558552,moderate,0.017326197488128966,0.01643650712181603,-0.0008896903663129351,184.8063411043556,195.20181914294017
3055558552,strong,0.024670658656169738,0.01789279452483837,-0.006777864131331369,182.6102152538081,197.35663987399187
3276966135,moderate,0.022979137529784657,0.019862017898492693,-0.003117119631291964,185.6390956737748,196.86644860039328
3276966135,strong,0.028117745140429643,0.02202282538351248,-0.006094919756917163,177.9116648499686,196.0202736125578
3494738899,moderate,0.02496135360482742,0.022467593294067577,-0.0024937603107598387,190.6321084073238,198.31520238112032
3494738899,strong,0.028680729346716623,0.02459890660365844,-0.004081822743058183,175.7271189080445,197.73780224820317
3100616982,moderate,0.01752483795608277,0.017881351855941856,0.0003565138998590818,193.57941132751887,201.98632380716836
3100616982,strong,0.03571167748904928,0.024155192903068546,-0.01155648458598074,189.14671378513404,207.7394732198464
3300334751,moderate,0.022699987979739752,0.02086967273831451,-0.001830315241425244,185.57417587539425,196.7603700115185
3300334751,strong,0.031734346188898005,0.020431394786204527,-0.011302951402693474,179.6753869112232,195.83551259953643
