seed,experiment,boundary_mean_regret,robust_mean_regret,delta
2846620148,E031,0.00526567817353645,0.0040142065647747,-0.0012514716087617499
2813910517,E031,0.0049247685480585494,0.0038821153878317504,-0.001042653160226799
2770442952,E031,0.0050761491340413495,0.00405312486393685,-0.0010230242701044995
2889646967,E031,0.00479014296747895,0.0042353896651829495,-0.0005547533022960006
2887952070,E031,0.0055317969558668495,0.00454649513361075,-0.0009853018222560992
2792686071,E031,0.00548512646273575,0.004238847519693599,-0.0012462789430421504
2642654224,E031,0.0052997509113281,0.0043711958735855,-0.0009285550377426
2540076623,E031,0.00465050028151175,0.0035735286864043998,-0.00107697159510735
2688877423,E031,0.00538004131330725,0.0042015902493287,-0.0011784510639785504
2540433069,E031,0.0058773770280405,0.0049170638003569,-0.0009603132276836002
2706721337,E031,0.005796534320257099,0.00474290249331625,-0.0010536318269408493
2795205179,E031,0.00571083883724855,0.0045982628488693,-0.0011125759883792502
2697481513,E031,0.0049602079806023505,0.0042438790318948,-0.0007163289487075505
2839636027,E031,0.00511887102106805,0.004125169393975401,-0.0009937016270926491
2616235199,E031,0.00531433699888285,0.00439684656106895,-0.0009174904378138997
2850690596,E031,0.00511454478016145,0.00468819086790945,-0.0004263539122519996
2644296404,E031,0.005303280663990349,0.00420562461046335,-0.0010976560535269995
2838963550,E031,0.0049062654409787,0.00370009205955935,-0.0012061733814193497
2550423852,E031,0.00478730083565425,0.004188809597522301,-0.0005984912381319495
2886865402,E031,0.00558371642996155,0.0044362787603662995,-0.0011474376695952502
2795100383,E031,0.0054432633551008,0.0045099300008628,-0.0009333333542379998
2536475534,E031,0.0048601023092621504,0.00396239711038485,-0.0008977051988773004
2864048454,E031,0.00534274565711335,0.00436668653193185,-0.0009760591251815002
2586607378,E031,0.00451788978089095,0.0040765006455766,-0.0004413891353143495
2584531568,E031,0.00528342777112435,0.00418545937161085,-0.0010979683995135008
2533507419,E031,0.0052190923545141505,0.0040125235868883995,-0.001206568767625751
2860342369,E031,0.0052558537874384005,0.00440757223261605,-0.0008482815548223506
2735447405,E031,0.00471195290713095,0.0036781482292515,-0.0010338046778794502
2599463621,E031,0.0046526877347943,0.0037767453423512504,-0.0008759423924430496
2883336741,E031,0.0051050662095114,0.0040967209813786,-0.0010083452281327999
2769988615,E031,0.00532370251659275,0.0044201984882635496,-0.0009035040283292004
2688569831,E031,0.005330475969687901,0.00440702014727535,-0.0009234558224125505
2628745584,E031,0.0047961094062274005,0.0041751665886296495,-0.000620942817597751
2771279702,E031,0.0044634948949503,0.00392399249175915,-0.0005395024031911496
2779047312,E031,0.005676961954331299,0.00427963779312485,-0.0013973241612064494
2724652561,E031,0.00563103447505805,0.0044164160819513,-0.00121461839310675
2769788379,E031,0.0052261962143014,0.00417971371520085,-0.0010464824991005504
2606537751,E031,0.00529893069798575,0.00428872539071545,-0.0010102053072703005
2765363822,E031,0.0054616443656916,0.0045801121408459,-0.0008815322248457002
2769739939,E031,0.0053465755179461,0.00407946952659115,-0.0012671059913549505
2657062769,E031,0.0051826790044240505,0.00415585953846,-0.0010268194659640503
2684609051,E031,0.0057666477528243495,0.0044436583264419,-0.0013229894263824494
2625051644,E031,0.00489650041405705,0.00400622793373225,-0.0008902724803248
2892619186,E031,0.00558890981939625,0.00467414743480285,-0.0009147623845934
2510961267,E031,0.0050428034397453,0.004236479351586549,-0.0008063240881587509
2677042407,E031,0.0052788008922221,0.00389834551209095,-0.0013804553801311501
2604637939,E031,0.005654514495587249,0.0043808310889696,-0.0012736834066176496
2655425949,E031,0.00541508643171165,0.00450210480058385,-0.0009129816311278004
