seed,boundary_stress_mean_D,robust_control_stress_mean_D,delta
2087396436,0.033747234310892285,0.024552858723978832,-0.009194375586913453
2076693313,0.03211282140191611,0.02228762111634923,-0.009825200285566882
2108532784,0.030334688822091005,0.022616827285698617,-0.007717861536392388
2091844883,0.03322747059266035,0.024138023174879203,-0.00908944741778115
2008912712,0.0336013696043888,0.023102773530986786,-0.010498596073402016
2028371394,0.03155413374924196,0.022919929398147278,-0.00863420435109468
2025295977,0.02984686488171343,0.02034483277097929,-0.009502032110734138
2122204845,0.033764786261044184,0.025039917619184865,-0.00872486864185932
2130356512,0.030481551365532617,0.02312647152008443,-0.007355079845448188
2098456718,0.03277824116845048,0.024715391655068527,-0.008062849513381955
2023756960,0.03364757531735912,0.023293091801362804,-0.010354483515996313
2081126760,0.03377401127036165,0.023635133142204924,-0.010138878128156725
2083871603,0.03498884674808446,0.025288715224683726,-0.009700131523400733
2129086367,0.031947204895129616,0.023462998792725377,-0.008484206102404239
2022657269,0.030413899958573784,0.021121568028393913,-0.009292331930179872
2125358484,0.03220681421078782,0.02308548889949807,-0.009121325311289747
2071315916,0.031008043486723168,0.02227137735617204,-0.008736666130551126
2038284347,0.03205864346927236,0.02260769536247321,-0.009450948106799154
2053278340,0.03008069886863451,0.020680531716177772,-0.00940016715245674
2132359492,0.030843048461796214,0.02464205036369092,-0.006200998098105294
2068096722,0.0309580622919709,0.023725129685843664,-0.007232932606127236
2015514170,0.031240630410921122,0.022157018971629083,-0.009083611439292039
2116657873,0.03273821566708959,0.022583951213112463,-0.01015426445397713
2102263140,0.032733615921757386,0.02349447575997274,-0.009239140161784648
2083795155,0.03112809513349179,0.02327193412347839,-0.0078561610100134
2026220353,0.032635032923302526,0.023557395222402605,-0.009077637700899921
2078333068,0.03135530356063729,0.024051063801332925,-0.007304239759304363
2112659342,0.03408725673296036,0.025366762509054265,-0.008720494223906097
2011499666,0.036774796282244726,0.02524056217733461,-0.011534234104910116
2078856977,0.03262325397588326,0.02256941723407743,-0.010053836741805832
2024138400,0.033502264742245186,0.024091369558779697,-0.009410895183465488
2111040405,0.03031656680901044,0.021395565444650204,-0.008921001364360238
2142707551,0.03554032840549862,0.0266832078238239,-0.008857120581674718
2096456210,0.035024794783271,0.024414986505423713,-0.010609808277847289
2020246727,0.03030245251326157,0.021024687615649643,-0.009277764897611927
2136610952,0.03289555458827538,0.023264713693199733,-0.009630840895075647
2036729849,0.03397893110584583,0.024535482771589158,-0.009443448334256671
