seed,method,condition,mean_D,p95_D,viability_occupancy,severe_fraction,action_agreement,cumulative_task
3389111171,mse,mild,0.020707989914507497,0.04466727470598553,0.965,0.0,0.565,195.52003135167064
3389111171,noise_aware,mild,0.02006315697219609,0.04171812044331047,0.9775,0.0,0.62,196.1996094463523
3389111171,boundary_aware,mild,0.01956483860081997,0.041620500504758164,0.9825,0.0,0.6475,193.308351378593
3389111171,sharpness_aware,mild,0.02301580380154589,0.048255280618935664,0.9575,0.0,0.54,194.47464016781186
3389111171,robust_control_aware,mild,0.01827019863995372,0.03274823821325072,0.99,0.0,0.615,190.09857467364975
3084139821,mse,mild,0.020307507432424595,0.04581005363896865,0.9725,0.0,0.5875,196.2824580152158
3084139821,noise_aware,mild,0.01959029657442116,0.04282894907484068,0.9825,0.0,0.57,196.60450679880122
3084139821,boundary_aware,mild,0.018555309358625566,0.041310669870413055,0.9875,0.0,0.6,195.25619403807025
3084139821,sharpness_aware,mild,0.021977842267301404,0.04605714043011461,0.965,0.0,0.56,196.21451156642152
3084139821,robust_control_aware,mild,0.017916104454732722,0.030959004496354636,0.9925,0.0,0.615,191.45986161001326
2042987557,mse,mild,0.02127122094790459,0.050861850033093056,0.945,0.0,0.6125,189.2159071475284
2042987557,noise_aware,mild,0.02106506469402731,0.04671111871634001,0.965,0.0,0.625,188.61466545087023
2042987557,boundary_aware,mild,0.02204069199952896,0.048907405419771295,0.9525,0.0,0.5925,187.08564346286593
2042987557,sharpness_aware,mild,0.023161956458060205,0.052938492219341576,0.9375,0.0,0.585,189.16813439194158
2042987557,robust_control_aware,mild,0.0199865282670115,0.04455894912230014,0.9625,0.0,0.605,184.09622828982518
3002971205,mse,mild,0.021377787314818226,0.04921674556870873,0.955,0.0,0.5825,199.69652114010316
3002971205,noise_aware,mild,0.021229974768920554,0.04797298443403387,0.955,0.0,0.5675,196.64149479432675
3002971205,boundary_aware,mild,0.01974313451431903,0.04434603334378385,0.97,0.0,0.5875,193.17780972383855
3002971205,sharpness_aware,mild,0.02236747377400426,0.048709273470024336,0.9525,0.0,0.5625,195.54601254230988
3002971205,robust_control_aware,mild,0.018679361662898967,0.03671940348884244,0.9825,0.0,0.6525,190.04922861049604
4027510005,mse,mild,0.02131906105758498,0.04640085771291672,0.96,0.0,0.6425,198.45044356397474
4027510005,noise_aware,mild,0.020365895585722174,0.04048247544450417,0.975,0.0,0.5775,197.81348616457888
4027510005,boundary_aware,mild,0.019932990344573867,0.04462561786349517,0.9775,0.0,0.5625,195.7940579279665
4027510005,sharpness_aware,mild,0.021701799238703873,0.047413777070788074,0.97,0.0,0.53,196.24013803443123
4027510005,robust_control_aware,mild,0.018005174585264506,0.031752053516193326,0.9875,0.0,0.625,190.64076702297103
2672624958,mse,mild,0.02160539019880254,0.04641691592552182,0.9625,0.0,0.5725,194.83500814583294
2672624958,noise_aware,mild,0.021416014797765445,0.04503454878067752,0.9625,0.0,0.6,196.85802972274485
2672624958,boundary_aware,mild,0.020146258088771078,0.04457008136985667,0.965,0.0,0.635,195.35722978310298
2672624958,sharpness_aware,mild,0.022435817786595723,0.050700982258075504,0.945,0.0,0.5475,195.91539719161958
2672624958,robust_control_aware,mild,0.01906970011852322,0.0343710578535703,0.9775,0.0,0.615,191.0186315422146
2738655513,mse,mild,0.021364412933377257,0.046989890261593066,0.97,0.0,0.5725,194.51245091555128
2738655513,noise_aware,mild,0.020064700077718985,0.04399040367612624,0.975,0.0,0.6375,192.7653382691591
2738655513,boundary_aware,mild,0.019493286165164395,0.04304622047784758,0.97,0.0,0.6275,190.30102696022323
2738655513,sharpness_aware,mild,0.02214874264545623,0.04720808330673601,0.9625,0.0,0.5675,195.71476803157574
2738655513,robust_control_aware,mild,0.018283850207318545,0.03253166889688861,0.9825,0.0,0.61,184.1930928732212
829092966,mse,mild,0.02092393402306303,0.048714780619446195,0.955,0.0,0.605,196.9948683252405
829092966,noise_aware,mild,0.02154998199476951,0.048719646777109556,0.95,0.0,0.6125,197.42925328528176
829092966,boundary_aware,mild,0.020453340425352868,0.04693668183630343,0.9625,0.0,0.59,195.52217633808377
829092966,sharpness_aware,mild,0.022245288021074464,0.04697103349798393,0.9625,0.0,0.5875,197.76593326200833
829092966,robust_control_aware,mild,0.018752366759451678,0.03436798892403723,0.985,0.0,0.585,190.2245461393312
2633362063,mse,mild,0.02073087242497879,0.04501000521703675,0.9625,0.0,0.62,194.96630872783717
2633362063,noise_aware,mild,0.021692579747203893,0.04962677772571291,0.9525,0.0,0.5925,195.14695654155975
2633362063,boundary_aware,mild,0.02023245608271338,0.04399959497151653,0.9625,0.0,0.6225,191.23327168730975
2633362063,sharpness_aware,mild,0.02237277317185784,0.048820494837750646,0.955,0.0,0.58,191.97112815315467
2633362063,robust_control_aware,mild,0.018448791391440206,0.035929478664163524,0.98,0.0,0.66,187.7261833717171
962559107,mse,mild,0.02186542898117831,0.04979753353156703,0.95,0.0,0.58,199.2285215440219
962559107,noise_aware,mild,0.020717660845741507,0.05012641521707651,0.9475,0.0,0.595,195.87050113360903
962559107,boundary_aware,mild,0.020319876371922917,0.04841166337013492,0.955,0.0,0.58,195.6874149991901
962559107,sharpness_aware,mild,0.022475681129091343,0.049977401045149514,0.95,0.0,0.5825,196.35905478290607
962559107,robust_control_aware,mild,0.018146618974515253,0.03283737587395617,0.9925,0.0,0.59,190.10014745342403
1093805409,mse,mild,0.02147192567507159,0.04721829962828861,0.96,0.0,0.605,202.77361372007437
1093805409,noise_aware,mild,0.0205416247429004,0.048076210636543486,0.9575,0.0,0.61,203.5277027515864
1093805409,boundary_aware,mild,0.01978694855674167,0.046330473048449734,0.9725,0.0,0.595,200.22357552628387
1093805409,sharpness_aware,mild,0.022716850969076486,0.050300490129065525,0.9475,0.0,0.55,201.81067894760005
1093805409,robust_control_aware,mild,0.018495818075712503,0.033383624554845864,0.985,0.0,0.665,193.67055539390395
962587854,mse,mild,0.020537779191624504,0.04530644114100078,0.955,0.0,0.5725,196.7037513187136
962587854,noise_aware,mild,0.019946563414981636,0.04368891493094644,0.97,0.0,0.585,196.0017478219873
962587854,boundary_aware,mild,0.017606478945726863,0.03856716809411975,0.9825,0.0,0.6175,194.46203697816907
962587854,sharpness_aware,mild,0.020885123798595008,0.042204672959949174,0.9675,0.0,0.58,198.40952159785712
962587854,robust_control_aware,mild,0.018073642412464744,0.032336676468355655,0.9875,0.0,0.585,190.31065546560177
860894674,mse,mild,0.019615503237471424,0.043099558243797305,0.98,0.0,0.6125,195.6755868801505
860894674,noise_aware,mild,0.01983971400309279,0.04454834644581353,0.9675,0.0,0.6025,199.26953173002818
860894674,boundary_aware,mild,0.01918897704760135,0.044456373807966125,0.9725,0.0,0.595,195.96193472063084
860894674,sharpness_aware,mild,0.021278666341688405,0.048862133255028105,0.955,0.0,0.5825,197.90383365304857
860894674,robust_control_aware,mild,0.018380004588069373,0.03398867479177319,0.99,0.0,0.64,190.9526772247918
3655813037,mse,mild,0.020053636166878705,0.04414881101109662,0.97,0.0,0.605,201.96515979967512
3655813037,noise_aware,mild,0.019945618286142174,0.045468568909178754,0.96,0.0,0.5725,202.52918840104044
3655813037,boundary_aware,mild,0.018220336451989064,0.038829344251285106,0.9875,0.0,0.6075,198.5626469000875
3655813037,sharpness_aware,mild,0.021700884076783028,0.043997105681758714,0.96,0.0,0.5325,200.7729504895186
3655813037,robust_control_aware,mild,0.01762309589944846,0.03182549877744209,0.9925,0.0,0.605,194.0961091951629
3584847826,mse,mild,0.021204700189165288,0.04349930510858506,0.9625,0.0,0.615,197.16245877664727
3584847826,noise_aware,mild,0.020367731191550796,0.044919316151119736,0.9675,0.0,0.6075,195.46807348030015
3584847826,boundary_aware,mild,0.01992641745494082,0.04497834892296018,0.965,0.0,0.5775,196.98323034035195
3584847826,sharpness_aware,mild,0.0212678548426484,0.04686731913062925,0.9575,0.0,0.5925,196.63244744456767
3584847826,robust_control_aware,mild,0.018572922762557276,0.034897906857329984,0.985,0.0,0.6075,190.4514974896295
3191201105,mse,mild,0.02060885128226136,0.04302383253097875,0.975,0.0,0.58,201.95626641846502
3191201105,noise_aware,mild,0.02063221294957742,0.04533930608690395,0.9725,0.0,0.615,201.51374204458614
3191201105,boundary_aware,mild,0.018409949001975078,0.04047579974179238,0.97,0.0,0.62,198.09868508196953
3191201105,sharpness_aware,mild,0.022044848559758544,0.04906068735139068,0.9525,0.0,0.5675,203.04406765489728
3191201105,robust_control_aware,mild,0.01784608105005891,0.031660322387437385,0.99,0.0,0.6275,191.22607818529627
2911101028,mse,mild,0.020859884267381973,0.046255828870743095,0.965,0.0,0.555,197.45278660144666
2911101028,noise_aware,mild,0.020429033911533997,0.0451100232901855,0.97,0.0,0.59,195.39930077463265
2911101028,boundary_aware,mild,0.019396011328258186,0.043303099847193764,0.97,0.0,0.585,195.25036207357766
2911101028,sharpness_aware,mild,0.021067906245967216,0.04354977599727133,0.9775,0.0,0.585,196.09835729354572
2911101028,robust_control_aware,mild,0.018305690377424702,0.03336633594060331,0.9875,0.0,0.665,190.14149112476497
1310972635,mse,mild,0.0197933663396141,0.04678453429781651,0.97,0.0,0.585,196.79539129250514
1310972635,noise_aware,mild,0.01958317974608038,0.0447704656855443,0.9575,0.0,0.5975,194.86446539799647
1310972635,boundary_aware,mild,0.019277788325091198,0.04686002289324287,0.9575,0.0,0.605,191.59231628235486
1310972635,sharpness_aware,mild,0.022036035052197728,0.04798414174830872,0.9575,0.0,0.57,199.18765810041276
1310972635,robust_control_aware,mild,0.018343957086288415,0.033091064791477554,0.98,0.0,0.615,189.7448189978236
3628597686,mse,mild,0.020583370097300248,0.04523800312856156,0.9775,0.0,0.6225,196.56807319862338
3628597686,noise_aware,mild,0.021050050255931367,0.04897095378651964,0.955,0.0,0.6075,194.7801201021867
3628597686,boundary_aware,mild,0.0202772472346863,0.04501208887297717,0.965,0.0,0.545,192.69980534954857
3628597686,sharpness_aware,mild,0.021974203968229203,0.04913906450863121,0.955,0.0,0.5825,196.0683427633106
3628597686,robust_control_aware,mild,0.01888362387754147,0.035684634030682456,0.97,0.0,0.6325,186.74086824707715
3381601262,mse,mild,0.02088389586200135,0.04687717025758549,0.9575,0.0,0.585,192.07464167113446
3381601262,noise_aware,mild,0.02022154019783955,0.04419825308461604,0.97,0.0,0.6125,192.3793653631805
3381601262,boundary_aware,mild,0.02020547503476612,0.046227550520924914,0.955,0.0,0.605,190.5374270700137
3381601262,sharpness_aware,mild,0.022936067228996947,0.05102335756944482,0.9425,0.0,0.5925,193.76651685607078
3381601262,robust_control_aware,mild,0.018862997046275504,0.034114122359595586,0.9775,0.0,0.6325,187.38702643770512
3092867210,mse,mild,0.02055354324828854,0.04454248573868772,0.965,0.0,0.5825,196.66837250748188
3092867210,noise_aware,mild,0.020492606541736222,0.04431047991862904,0.9625,0.0,0.575,195.93451950292712
