seed,method,condition,stabilization_loss,survival_steps,success_500,action_agreement,mean_decision_regret,mean_action_gap,first_divergence_step,first_divergence_gap
216347,noise_aware_mse,nominal,9.190342875627003,120.0,0.0,0.6,0.016957760675441937,0.04435813067864912,0.0,0.0004167144323402468
216347,noise_aware_mse,moderate,10.281083533728077,74.0,0.0,0.5945945945945946,0.008184890128769419,0.06561841036646067,0.0,0.0008181159871592076
216347,noise_aware_mse,strong,10.53976843232672,63.0,0.0,0.5873015873015873,0.01333480855909184,0.0456395046615494,0.0,0.0014387451431315049
216347,control_aware_rank,nominal,0.001307091067444803,500.0,1.0,0.92,1.5169562698721504e-05,0.001983308630897124,21.0,0.0003597134182688499
216347,control_aware_rank,moderate,10.361123347890112,71.0,0.0,0.7183098591549296,0.02278754368678204,0.18088344390098396,7.0,0.0002070619064148693
216347,control_aware_rank,strong,5.687869255442697,269.0,0.0,0.7472118959107806,0.00947451286377502,0.0618285815236424,2.0,0.0004892897083129668
806998,noise_aware_mse,nominal,7.801844682825748,181.0,0.0,0.6132596685082873,0.010860246460498352,0.04857742766917577,0.0,0.0007175173308583034
806998,noise_aware_mse,moderate,8.997636333514492,129.0,0.0,0.5736434108527132,0.02919417007919057,0.07639182757075855,0.0,0.0008522061721362422
806998,noise_aware_mse,strong,11.44543247443998,25.0,0.0,0.56,0.017238521991447528,0.09981014718502479,2.0,0.002806409109355378
806998,control_aware_rank,nominal,8.88013646645711,133.0,0.0,0.6842105263157895,0.014408544458283457,0.028285367613077882,6.0,0.00011575537932881699
806998,control_aware_rank,moderate,0.01617659259113633,500.0,1.0,0.836,0.000390209227970263,0.004526597049728837,2.0,0.0003221089971740254
806998,control_aware_rank,strong,5.654663584337655,269.0,0.0,0.6840148698884758,0.004577301581814142,0.051397208673708325,0.0,0.00046033864851977024
732872,noise_aware_mse,nominal,0.24311567258980468,500.0,1.0,0.63,0.005579992283774768,0.06411061114897057,0.0,0.008177795205550897
732872,noise_aware_mse,moderate,9.382766444080453,112.0,0.0,0.5803571428571429,0.020914891220028216,0.08504132840707922,0.0,0.008001875923524419
732872,noise_aware_mse,strong,10.223556724130978,77.0,0.0,0.6493506493506493,0.011972918170163277,0.05142986037588049,0.0,0.007499874049138322
732872,control_aware_rank,nominal,0.008489259334792809,500.0,1.0,0.712,0.00028881409239211374,0.0032473419416235846,0.0,0.008177795205550897
732872,control_aware_rank,moderate,0.007370274839451523,500.0,1.0,0.83,0.00017258772666191551,0.003325518422644076,0.0,0.008001875923524419
732872,control_aware_rank,strong,7.212942387090537,202.0,0.0,0.7178217821782178,0.0096181614340288,0.019501650247947137,0.0,0.007499874049138322
642029,noise_aware_mse,nominal,3.566343235424279,362.0,0.0,0.6160220994475138,0.012544394027829206,0.0496631135023065,0.0,0.016400366626754183
642029,noise_aware_mse,moderate,8.378046883619286,156.0,0.0,0.5769230769230769,0.017070101053366475,0.045689544848272486,0.0,0.01818630708138555
642029,noise_aware_mse,strong,9.179172481246724,122.0,0.0,0.5983606557377049,0.0140576067447,0.06632298950636256,0.0,0.01930250552634616
642029,control_aware_rank,nominal,0.008173491009671456,500.0,1.0,0.772,0.0001956593107667453,0.002642308692883259,2.0,0.004455449010387823
642029,control_aware_rank,moderate,0.006372828832636728,500.0,1.0,0.828,0.0001518194802231441,0.0026210819973450754,2.0,0.0050734107974196255
642029,control_aware_rank,strong,2.3511228916976274,407.0,0.0,0.7051597051597052,0.005733336995013795,0.028512730405225516,2.0,0.005902713074053047
507465,noise_aware_mse,nominal,9.078824797827444,125.0,0.0,0.648,0.029000595855719916,0.11252699820531248,2.0,0.0022796037816614073
507465,noise_aware_mse,moderate,7.8950126015536615,176.0,0.0,0.5909090909090909,0.010194375727826822,0.05542980157353994,4.0,0.0004180362820898195
507465,noise_aware_mse,strong,10.365003153609614,71.0,0.0,0.5352112676056338,0.08542881600493937,0.13835380268283615,3.0,0.00137903093316963
507465,control_aware_rank,nominal,0.12487752298439704,500.0,1.0,0.69,0.003246237715334599,0.036084188224523375,2.0,0.0022796037816614073
507465,control_aware_rank,moderate,0.012812591823900763,500.0,1.0,0.788,0.0003558898874626675,0.0032932407318432048,8.0,0.0007109360905815272
507465,control_aware_rank,strong,0.017264191143849698,500.0,1.0,0.758,0.0005655692698547372,0.004192901781104648,3.0,0.00137903093316963
770018,noise_aware_mse,nominal,6.12417659085115,252.0,0.0,0.5714285714285714,0.014873934545287092,0.07454844992522171,0.0,0.0011736983295595194
770018,noise_aware_mse,moderate,11.588192922146492,19.0,0.0,0.5789473684210527,0.01068974161286036,0.29880654881578356,1.0,0.0033726982923243734
770018,noise_aware_mse,strong,9.845845974765641,95.0,0.0,0.6,0.014912153209391635,0.16480354793976473,0.0,0.003028621241736168
770018,control_aware_rank,nominal,0.012144105758346712,500.0,1.0,0.76,0.00032236328129004653,0.0035376522375329743,4.0,6.476082749723444e-05
770018,control_aware_rank,moderate,5.2845237128027165,282.0,0.0,0.7943262411347518,0.0020806711568816766,0.011397639550499643,16.0,3.5101671677723045e-05
770018,control_aware_rank,strong,5.4530973435652275,275.0,0.0,0.7490909090909091,0.0018452992764749865,0.012830983980920202,13.0,0.0017663820988493006
296187,noise_aware_mse,nominal,7.750847226015784,184.0,0.0,0.592391304347826,0.0217682284822531,0.056842775233787994,0.0,0.005388948434076703
296187,noise_aware_mse,moderate,7.674874349796201,187.0,0.0,0.5882352941176471,0.014106644681349369,0.056225997661291674,0.0,0.004269004927579367
296187,noise_aware_mse,strong,11.707977581382204,14.0,0.0,0.35714285714285715,0.036528937112604944,0.1690842030941893,0.0,0.0033936440738728604
296187,control_aware_rank,nominal,0.0031000702956782817,500.0,1.0,0.836,8.642211741757948e-05,0.001773900276943031,0.0,0.005388948434076703
296187,control_aware_rank,moderate,0.00518780382627302,500.0,1.0,0.812,0.00015048160838320004,0.0025987638504482015,0.0,0.004269004927579367
296187,control_aware_rank,strong,3.9704866231697067,345.0,0.0,0.6695652173913044,0.018273736471181218,0.08095929658742217,0.0,0.0033936440738728604
854376,noise_aware_mse,nominal,9.2957916496244,115.0,0.0,0.5826086956521739,0.00484444148469863,0.03984838132096747,0.0,0.002207870415622133
854376,noise_aware_mse,moderate,10.396161711305655,69.0,0.0,0.6231884057971014,0.024081112843345697,0.04567558315690085,2.0,0.003987179596381967
854376,noise_aware_mse,strong,9.210391279449022,122.0,0.0,0.6147540983606558,0.011474172195281247,0.11707358006190928,2.0,0.005306371768333216
854376,control_aware_rank,nominal,0.006317393283600928,500.0,1.0,0.726,0.00019211133308298344,0.002979923888862622,1.0,0.0004184375164120041
854376,control_aware_rank,moderate,0.004103579214898539,500.0,1.0,0.82,0.00012556497850433379,0.00294026765822082,3.0,2.5193120768806157e-05
854376,control_aware_rank,strong,0.05454836781713287,500.0,1.0,0.78,0.0016018554484339526,0.009486980614927702,11.0,0.0005072788962837524
478885,noise_aware_mse,nominal,7.828190972018218,180.0,0.0,0.6055555555555555,0.01476593894236837,0.03966091235861468,1.0,0.0004493009991796623
478885,noise_aware_mse,moderate,7.445134010750493,197.0,0.0,0.6345177664974619,0.01665849840358231,0.06539193598553757,2.0,2.568848963072773e-05
478885,noise_aware_mse,strong,8.742482529296932,141.0,0.0,0.6312056737588653,0.027128236582388048,0.07743815800300353,2.0,0.0009894336264380885
478885,control_aware_rank,nominal,0.024982402435009845,500.0,1.0,0.734,0.0012130831223821823,0.006957433500741507,1.0,0.0004493009991796623
478885,control_aware_rank,moderate,0.012068679282551351,500.0,1.0,0.844,0.00021992019136290352,0.004642136626929003,0.0,0.0027198741799957724
478885,control_aware_rank,strong,10.645334886607648,59.0,0.0,0.6440677966101694,0.032576809613113565,0.057804117415400535,0.0,0.0021542336656864836
198006,noise_aware_mse,nominal,0.23751978201059504,500.0,1.0,0.602,0.006436296483716547,0.024311129336293022,1.0,0.00340272453395969
198006,noise_aware_mse,moderate,10.083056852094058,82.0,0.0,0.6097560975609756,0.008900902356123036,0.06785883402386834,1.0,0.0031836915307996445
198006,noise_aware_mse,strong,10.8953099340506,49.0,0.0,0.6326530612244898,0.015057895438407208,0.08416520304082951,1.0,0.002770400387037037
198006,control_aware_rank,nominal,0.010071423197899942,500.0,1.0,0.784,0.00022106801302724683,0.003151099943415149,2.0,0.00019962661482252238
198006,control_aware_rank,moderate,0.01205007532672983,500.0,1.0,0.846,0.0003145121157201709,0.003627829806524496,7.0,0.000708206793502167
198006,control_aware_rank,strong,8.231431821103328,159.0,0.0,0.8050314465408805,0.0021765212823202985,0.01954149726070427,1.0,0.002770400387037037
702757,noise_aware_mse,nominal,11.284755283311895,32.0,0.0,0.5625,0.019672843456741106,0.13773000446421785,2.0,0.012513121151441202
702757,noise_aware_mse,moderate,10.956400384484189,47.0,0.0,0.6808510638297872,0.01513957112656467,0.18983307487920487,0.0,0.02818023163842761
702757,noise_aware_mse,strong,9.746995266471227,97.0,0.0,0.6288659793814433,0.008278390173472261,0.03472893818989585,0.0,0.024491836996105562
702757,control_aware_rank,nominal,0.007364637322297551,500.0,1.0,0.792,0.00016135374694577562,0.0028039695244433966,3.0,0.006206034021190753
702757,control_aware_rank,moderate,0.051204300786422845,500.0,1.0,0.884,0.000736104867695542,0.011748527228968918,3.0,0.0064095676718596215
702757,control_aware_rank,strong,5.757274652450282,265.0,0.0,0.6830188679245283,0.005019847326027892,0.02682746393903523,5.0,0.0011966088839697134
282669,noise_aware_mse,nominal,8.791957521489792,141.0,0.0,0.6099290780141844,0.023635185773702112,0.14401834887359746,0.0,0.023513497609982198
282669,noise_aware_mse,moderate,4.555187467220693,321.0,0.0,0.6199376947040498,0.012943910606891445,0.10152441297201596,2.0,0.003982885953374114
282669,noise_aware_mse,strong,11.34407330988571,29.0,0.0,0.5862068965517241,0.09488853892734413,0.11642514241691267,2.0,0.0027380922704091787
282669,control_aware_rank,nominal,9.492160786052374,109.0,0.0,0.5779816513761468,0.03385746598357294,0.09277122563650408,1.0,0.01241181126783926
282669,control_aware_rank,moderate,11.035268895386803,42.0,0.0,0.5714285714285714,0.00840631435084869,0.03910803677055521,1.0,0.013433942739846591
282669,control_aware_rank,strong,11.705195271338914,14.0,0.0,0.5714285714285714,0.11703129549443889,0.15718439013424307,3.0,0.0009422573598862061
357991,noise_aware_mse,nominal,9.396565802231367,112.0,0.0,0.5535714285714286,0.030145235610421754,0.06830882126006187,1.0,0.001252841548452427
357991,noise_aware_mse,moderate,5.764724876405246,266.0,0.0,0.6015037593984962,0.008088614518124163,0.03763112511472394,1.0,0.00235885305675941
357991,noise_aware_mse,strong,10.069518211467704,84.0,0.0,0.5357142857142857,0.028974469462791114,0.08360632098815897,0.0,3.7567988457306092e-06
357991,control_aware_rank,nominal,0.0015818872059449414,500.0,1.0,0.852,6.458228323392798e-05,0.0016025242457163458,32.0,6.913176677730143e-05
357991,control_aware_rank,moderate,11.058932126036753,41.0,0.0,0.8292682926829268,0.0099869570411888,0.0949981697568046,5.0,5.813118112426435e-05
357991,control_aware_rank,strong,9.0071117017876,129.0,0.0,0.7441860465116279,0.026755389703771705,0.09672473171391731,9.0,0.0012069650301050807
506126,noise_aware_mse,nominal,5.1232936621607035,293.0,0.0,0.6075085324232082,0.012349337952666281,0.04122315164991776,0.0,0.0005338555667989205
506126,noise_aware_mse,moderate,10.368466888094954,70.0,0.0,0.6142857142857143,0.007127809620517003,0.02724573366498522,1.0,0.002016615338965253
506126,noise_aware_mse,strong,8.26732300445585,160.0,0.0,0.6125,0.01494069967748379,0.056294912590723965,1.0,0.0021468189728565262
506126,control_aware_rank,nominal,0.0011494744530087641,500.0,1.0,0.736,0.00014805213727278277,0.0015008424559869052,3.0,0.001238157126713451
506126,control_aware_rank,moderate,0.004308304133261211,500.0,1.0,0.81,0.0001634925308305225,0.0027201787030666936,6.0,0.0003697927693604112
506126,control_aware_rank,strong,9.84889778409052,92.0,0.0,0.7934782608695652,0.01899112022872848,0.03740301860801409,6.0,0.0009302765608870563
267034,noise_aware_mse,nominal,5.340841351695136,283.0,0.0,0.5865724381625441,0.011382680194320474,0.033445710214036334,0.0,0.019057450175162645
267034,noise_aware_mse,moderate,5.382387672800919,282.0,0.0,0.5921985815602837,0.017646872863977352,0.045891782922561145,0.0,0.021229917020631837
267034,noise_aware_mse,strong,10.2459746072523,76.0,0.0,0.5789473684210527,0.009798242503706362,0.03643587569582778,0.0,0.022685227762882502
267034,control_aware_rank,nominal,0.0028565382703577965,500.0,1.0,0.932,3.541948752890294e-05,0.002121698293245186,2.0,0.006720420915255952
267034,control_aware_rank,moderate,0.0066881454874106305,500.0,1.0,0.798,0.00017837138960365053,0.0032918260022426465,2.0,0.004757692937484695
267034,control_aware_rank,strong,9.64567389900875,100.0,0.0,0.77,0.004849506575905824,0.027363542730015632,3.0,0.0013146326696956223
